Genes	dNdS
Solyc09g091980	0.31151
Solyc09g091990	0.24313
Solyc09g092020	0.00010
Solyc09g092030	0.26931
Solyc09g092040	0.84028
Solyc09g092050	0.19042
Solyc09g092070	0.24830
Solyc09g092080	0.00010
Solyc09g092090	0.00010
Solyc09g092100	0.44859
Solyc09g092110	0.34464
Solyc09g092120	0.09776
Solyc09g092130	0.08894
Solyc09g092140	0.32805
Solyc09g092150	0.00010
Solyc09g092160	0.33725
Solyc09g092180	0.44114
Solyc09g092220	0.30597
Solyc09g092240	0.26948
Solyc09g092250	0.12974
Solyc09g092260	0.20644
Solyc09g092270	0.29401
Solyc09g092320	0.13502
Solyc09g092330	0.06883
Solyc09g092340	0.08531
Solyc09g092350	0.78048
Solyc09g092360	0.05719
Solyc09g092380	0.02526
Solyc09g092390	0.02794
Solyc09g092400	0.00010
Solyc09g092410	0.34973
Solyc09g092420	0.37087
Solyc09g092430	0.19819
Solyc09g092440	0.17093
Solyc09g092450	0.22760
Solyc09g092460	0.09043
Solyc09g092490	0.22830
Solyc09g092500	0.25898
Solyc09g092520	0.11211
Solyc09g092530	0.09488
Solyc09g092550	0.61125
Solyc09g092560	0.00010
Solyc09g092600	0.00010
Solyc09g092620	0.00010
Solyc09g092640	0.14050
Solyc09g092670	0.08964
Solyc09g092680	0.14502
Solyc09g092690	0.31570
Solyc09g092700	0.26238
Solyc09g092710	1.38303
Solyc09g092740	1.06016
Solyc09g092760	0.74659
Solyc09g097760	0.63689
Solyc09g097770	0.00010
Solyc09g097780	0.33863
Solyc09g097820	0.17425
Solyc09g097830	0.30024
Solyc09g097840	0.31056
Solyc09g097850	0.69844
Solyc09g097860	0.44809
Solyc09g097870	0.08495
Solyc09g097880	0.20289
Solyc09g097890	0.22158
Solyc09g097900	0.06367
Solyc09g097910	0.20644
Solyc09g097920	0.39297
Solyc09g097930	0.41467
Solyc09g097960	0.48611
Solyc09g097970	0.28474
Solyc09g097980	0.19775
Solyc09g098000	0.00010
Solyc09g098030	0.34027
Solyc09g098040	0.18083
Solyc09g098050	0.12393
Solyc09g098060	0.65069
Solyc09g098070	0.15856
Solyc09g098090	0.40427
Solyc09g098100	0.41495
Solyc09g098110	0.04268
Solyc09g098120	0.09919
Solyc09g098130	0.96968
Solyc09g098140	0.00010
Solyc09g098150	0.00010
Solyc09g098160	0.35786
Solyc09g098170	0.00010
Solyc09g098180	0.20395
Solyc09g098190	0.92825
Solyc09g098200	0.51502
Solyc09g098220	0.00010
Solyc09g098230	0.25736
Solyc09g098240	0.08034
Solyc09g098250	0.80795
Solyc09g098260	0.23295
Solyc09g098270	0.17390
Solyc09g098280	0.06935
Solyc09g098290	0.08273
Solyc09g098300	0.00010
Solyc09g098310	0.00010
Solyc09g098330	0.27905
Solyc09g098340	0.15418
Solyc09g098350	0.71479
Solyc09g098360	0.00010
Solyc09g098370	0.27200
Solyc09g098380	0.00010
Solyc09g098390	0.73218
Solyc09g098420	0.23650
Solyc09g098440	0.00010
Solyc09g098450	0.24578
Solyc09g098490	0.53043
Solyc09g098500	0.00010
Solyc09g098510	0.45995
Solyc09g098520	0.04380
Solyc09g098530	0.50324
Solyc09g098540	0.13049
Solyc09g098550	0.69136
Solyc09g098560	0.21800
Solyc09g098580	0.64770
Solyc09g098590	0.09173
Solyc09g098600	0.00010
Solyc09g098610	0.27110
Solyc09g098770	0.00010
Solyc10g005000	0.50017
Solyc10g005010	0.00010
Solyc10g005020	0.10863
Solyc10g005040	0.20969
Solyc10g005050	0.00010
Solyc10g005060	0.16994
Solyc10g005080	0.28325
Solyc10g005090	0.27272
Solyc10g005100	0.32901
Solyc10g005110	0.24549
Solyc10g005130	0.12205
Solyc10g005140	0.00010
Solyc10g005180	0.22535
Solyc10g005200	0.13254
Solyc10g005210	0.39585
Solyc10g005220	0.64593
Solyc10g005230	0.00010
Solyc10g005250	0.20526
Solyc10g005260	0.11161
Solyc10g005280	0.16009
Solyc10g005290	0.35784
Solyc10g005300	0.14629
Solyc10g005310	0.23426
Solyc10g005330	0.06105
Solyc10g005340	0.36574
Solyc10g005360	0.11151
Solyc10g005370	0.17524
Solyc10g005380	0.39189
Solyc10g005390	0.34446
Solyc10g005400	0.14814
Solyc10g005440	0.00010
Solyc10g005450	0.00010
Solyc10g005460	0.37314
Solyc10g005470	0.18590
Solyc10g005480	0.15211
Solyc10g005490	0.10392
Solyc10g005500	0.21626
Solyc10g005510	0.15303
Solyc10g005520	0.13123
Solyc10g005530	0.06465
Solyc10g005540	0.28348
Solyc10g005550	0.00010
Solyc10g005560	0.00010
Solyc10g005590	0.09371
Solyc10g005610	0.26699
Solyc10g005620	0.17542
Solyc10g005630	0.08606
Solyc10g005640	0.80879
Solyc10g005650	0.08237
Solyc10g005660	0.03006
Solyc10g005670	0.00010
Solyc10g005700	0.31977
Solyc10g005730	0.00010
Solyc10g005740	0.59036
Solyc10g005750	0.04556
Solyc10g005760	0.00010
Solyc10g005770	0.14975
Solyc10g005780	0.14771
Solyc10g005790	0.09191
Solyc10g005800	0.00010
Solyc10g005810	0.27302
Solyc10g005820	0.68013
Solyc10g005830	0.66316
Solyc10g005840	0.27834
Solyc10g005850	0.38330
Solyc10g005860	0.48917
Solyc10g005870	0.75469
Solyc10g005880	0.30708
Solyc10g005890	0.10331
Solyc10g005900	0.16328
Solyc10g005910	0.17753
Solyc10g005920	0.27930
Solyc10g005930	0.09005
Solyc10g005950	0.19304
Solyc10g005960	0.06108
Solyc10g005970	0.50931
Solyc10g005980	0.00010
Solyc10g005990	0.04575
Solyc10g006000	0.51273
Solyc10g006010	0.11757
Solyc10g006020	0.06185
Solyc10g006030	0.15827
Solyc10g006040	0.09068
Solyc10g006050	0.44764
Solyc10g006070	0.20822
Solyc10g006080	0.30780
Solyc10g006090	0.42367
Solyc10g006100	0.26219
Solyc10g006110	0.05915
Solyc10g006120	0.00010
Solyc10g006130	0.13370
Solyc10g006140	0.00010
Solyc10g006150	0.00010
Solyc10g006190	0.77421
Solyc10g006200	1.39920
Solyc10g006210	0.37269
Solyc10g006220	0.34392
Solyc10g006230	0.04796
Solyc10g006240	0.17264
Solyc10g006250	0.42186
Solyc10g006260	0.34590
Solyc10g006270	0.00010
Solyc10g006290	0.40355
Solyc10g006300	0.16856
Solyc10g006310	999.00000
Solyc10g006320	0.05260
Solyc10g006330	0.33804
Solyc10g006340	0.23005
Solyc10g006350	0.30632
Solyc10g006360	0.10700
Solyc10g006370	0.80297
Solyc10g006390	0.28448
Solyc10g006400	0.19953
Solyc10g006410	0.17623
Solyc10g006430	0.08360
Solyc10g006440	0.00010
Solyc10g006450	0.14015
Solyc10g006460	0.39073
Solyc10g006470	0.00010
Solyc10g006480	0.01254
Solyc10g006490	0.07365
Solyc10g006500	0.08491
Solyc10g006510	0.34144
Solyc10g006520	0.12427
Solyc10g006530	0.22009
Solyc10g006540	0.23545
Solyc10g006560	0.00010
Solyc10g006570	1.15264
Solyc10g006580	0.00010
Solyc10g006600	0.14858
Solyc10g006610	0.40588
Solyc10g006640	0.31656
Solyc10g006650	0.15434
Solyc10g006660	999.00000
Solyc10g006700	999.00000
Solyc10g006710	0.31366
Solyc10g006720	0.22652
Solyc10g006730	0.25011
Solyc10g006740	0.47808
Solyc10g006750	1.69873
Solyc10g006760	0.25250
Solyc10g006770	0.15129
Solyc10g006780	0.59595
Solyc10g006790	0.11973
Solyc10g006800	0.20265
Solyc10g006810	0.46951
Solyc10g006820	0.67965
Solyc10g006830	0.36031
Solyc10g006850	0.15887
Solyc10g006870	0.15011
Solyc10g006880	0.13037
Solyc10g006890	0.10759
Solyc10g006900	0.31575
Solyc10g006920	0.32585
Solyc10g006930	0.45690
Solyc10g006940	0.69822
Solyc10g006960	0.19676
Solyc10g006970	0.26305
Solyc10g006980	0.14718
Solyc10g006990	0.39485
Solyc10g007000	0.38008
Solyc10g007010	0.19332
Solyc10g007030	0.11159
Solyc10g007040	0.00010
Solyc10g007050	0.29532
Solyc10g007060	0.00010
Solyc10g007070	0.47425
Solyc10g007100	0.28970
Solyc10g007110	0.12009
Solyc10g007120	1.12749
Solyc10g007130	0.85807
Solyc10g007140	0.20166
Solyc10g007150	0.08634
Solyc10g007180	0.10774
Solyc10g007190	0.54984
Solyc10g007200	0.11912
Solyc10g007230	0.33391
Solyc10g007260	0.00010
Solyc10g007270	0.26907
Solyc10g007280	0.16732
Solyc10g007290	0.03942
Solyc10g007310	0.09422
Solyc10g007320	0.08852
Solyc10g007330	0.38474
Solyc10g007340	0.26508
Solyc10g007350	0.00010
Solyc10g007360	0.60555
Solyc10g007370	0.13381
Solyc10g007390	0.00010
Solyc10g007400	0.40453
Solyc10g007410	0.34236
Solyc10g007420	2.50044
Solyc10g007440	0.54523
Solyc10g007460	0.46676
Solyc10g007470	0.02683
Solyc10g007480	0.06290
Solyc10g007490	0.42786
Solyc10g007500	0.20347
Solyc10g007510	0.19277
Solyc10g007520	0.13133
Solyc10g007530	0.01811
Solyc10g007540	0.38732
Solyc10g007550	0.03181
Solyc10g007560	0.51815
Solyc10g007570	999.00000
Solyc10g007590	0.30109
Solyc10g007600	0.27481
Solyc10g007610	0.09913
Solyc10g007640	0.00010
Solyc10g007660	0.30368
Solyc10g007670	0.32527
Solyc10g007680	0.26975
Solyc10g007690	0.16581
Solyc10g007700	0.00010
Solyc10g007710	0.03033
Solyc10g007720	0.04385
Solyc10g007730	0.45157
Solyc10g007740	0.10553
Solyc10g007750	0.20676
Solyc10g007760	0.12418
Solyc10g007770	0.14356
Solyc10g007780	0.76553
Solyc10g007800	0.14378
Solyc10g007810	0.14164
Solyc10g007820	0.00010
Solyc10g007830	0.31028
Solyc10g007840	0.16897
Solyc10g007850	0.15758
Solyc10g007860	0.15890
Solyc10g007870	0.37946
Solyc10g007880	0.68361
Solyc10g007900	0.05779
Solyc10g007930	0.14759
Solyc10g007940	0.00010
Solyc10g007950	0.10297
Solyc10g007960	0.10592
Solyc10g007980	0.00010
Solyc10g007990	0.47372
Solyc10g008000	0.29414
Solyc10g008010	0.00010
Solyc10g008020	0.07237
Solyc10g008030	0.38464
Solyc10g008040	0.30620
Solyc10g008050	2.71932
Solyc10g008060	0.54161
Solyc10g008070	0.14952
Solyc10g008090	0.29268
Solyc10g008100	0.16352
Solyc10g008110	0.23051
Solyc10g008120	0.14847
Solyc10g008130	0.09893
Solyc10g008140	0.00010
Solyc10g008150	0.52390
Solyc10g008160	0.33709
Solyc10g008170	0.51723
Solyc10g008180	0.65192
Solyc10g008190	0.19517
Solyc10g008200	0.38608
Solyc10g008210	0.70891
Solyc10g008220	0.05216
Solyc10g008230	0.30242
Solyc10g008240	0.31184
Solyc10g008270	999.00000
Solyc10g008280	0.60760
Solyc10g008300	0.15809
Solyc10g008320	0.22388
Solyc10g008340	0.33825
Solyc10g008350	1.33613
Solyc10g008360	0.34937
Solyc10g008390	0.64720
Solyc10g008400	0.11745
Solyc10g008410	0.25292
Solyc10g008420	0.29525
Solyc10g008440	0.15546
Solyc10g008450	0.91732
Solyc10g008460	0.23942
Solyc10g008470	0.04063
Solyc10g008480	0.18841
Solyc10g008490	0.48604
Solyc10g008500	0.49586
Solyc10g008510	0.32434
Solyc10g008520	0.09975
Solyc10g008540	0.28141
Solyc10g008550	0.41708
Solyc10g008560	0.16629
Solyc10g008570	0.10662
Solyc10g008580	0.29308
Solyc10g008590	0.13348
Solyc10g008600	0.53949
Solyc10g008630	0.27346
Solyc10g008640	0.27092
Solyc10g008670	0.15179
Solyc10g008680	0.00010
Solyc10g008730	0.00010
Solyc10g008740	0.11978
Solyc10g008750	0.14587
Solyc10g008760	0.07216
Solyc10g008770	0.14933
Solyc10g008780	0.00010
Solyc10g008790	0.32435
Solyc10g008800	0.17856
Solyc10g008810	0.33959
Solyc10g008830	0.12708
Solyc10g008840	0.07506
Solyc10g008850	0.00010
Solyc10g008860	0.00010
Solyc10g008870	0.00010
Solyc10g008880	0.07272
Solyc10g008890	0.61211
Solyc10g008910	0.00010
Solyc10g008920	0.38170
Solyc10g008930	0.47735
Solyc10g008950	0.17169
Solyc10g008960	0.34927
Solyc10g008980	0.07176
Solyc10g008990	0.12113
Solyc10g009000	0.22042
Solyc10g009010	0.38442
Solyc10g009020	0.27783
Solyc10g009030	0.03580
Solyc10g009040	0.00010
Solyc10g009050	0.38439
Solyc10g009060	0.26911
Solyc10g009070	0.07722
Solyc10g009080	0.37031
Solyc10g009090	0.10101
Solyc10g009110	0.12123
Solyc10g009120	999.00000
Solyc10g009130	0.07750
Solyc10g009140	0.53409
Solyc10g009150	0.53463
Solyc10g009160	0.31092
Solyc10g009180	0.10985
Solyc10g009190	0.17945
Solyc10g009200	0.15318
Solyc10g009210	0.10626
Solyc10g009220	0.25099
Solyc10g009230	0.85752
Solyc10g009240	0.13388
Solyc10g009280	0.17428
Solyc10g009290	0.17964
Solyc10g009320	0.28310
Solyc10g009330	0.08001
Solyc10g009340	0.00010
Solyc10g009350	0.21369
Solyc10g009360	0.37875
Solyc10g009380	1.29013
Solyc10g009390	0.15735
Solyc10g009400	0.60000
Solyc10g009410	0.08854
Solyc10g009420	0.22591
Solyc10g009430	0.18643
Solyc10g009480	0.15251
Solyc10g009490	0.30591
Solyc10g009500	234.72574
Solyc10g009520	999.00000
Solyc10g009540	0.30939
Solyc10g009550	0.28030
Solyc10g009570	0.34335
Solyc10g009580	0.30314
Solyc10g011660	0.08584
Solyc10g011670	0.04134
Solyc10g011680	0.18291
Solyc10g011690	0.50755
Solyc10g011730	0.21861
Solyc10g011740	0.00010
Solyc10g011750	0.29316
Solyc10g011760	0.30231
Solyc10g011770	0.52457
Solyc10g011790	0.17875
Solyc10g011810	0.05027
Solyc10g011820	0.14351
Solyc10g011870	0.34146
Solyc10g011880	0.41678
Solyc10g011900	0.02930
Solyc10g011910	0.91500
Solyc10g011940	0.59264
Solyc10g011950	0.20066
Solyc10g011960	0.37107
Solyc10g011980	0.24247
Solyc10g012030	0.39382
Solyc10g012050	0.67996
Solyc10g012060	0.40754
Solyc10g012070	0.76208
Solyc10g012080	0.26461
Solyc10g012160	0.30493
Solyc10g012170	0.22363
Solyc10g012210	0.69689
Solyc10g012240	0.06998
Solyc10g012370	0.18786
Solyc10g012400	2.39774
Solyc10g012410	0.09507
Solyc10g012420	2.84641
Solyc10g012430	0.12317
Solyc10g017490	0.22478
Solyc10g017510	0.26300
Solyc10g017520	0.04527
Solyc10g017530	0.06300
Solyc10g017540	475.14283
Solyc10g017550	0.07682
Solyc10g017570	0.06649
Solyc10g017580	0.11990
Solyc10g017590	0.42590
Solyc10g017600	0.07420
Solyc10g017620	0.09290
Solyc10g017630	0.00010
Solyc10g017650	0.21985
Solyc10g017810	0.03251
Solyc10g017830	0.37513
Solyc10g017850	0.00010
Solyc10g017890	0.00010
Solyc10g017900	0.00010
Solyc10g017910	0.00010
Solyc10g017920	0.50022
Solyc10g017960	0.25646
Solyc10g017990	0.36323
Solyc10g018060	0.69352
Solyc10g018120	0.50106
Solyc10g018150	0.24713
Solyc10g018160	0.22267
Solyc10g018250	0.00010
Solyc10g018260	0.14879
Solyc10g018300	0.08261
Solyc10g018350	0.34107
Solyc10g018390	0.40706
Solyc10g018500	0.78844
Solyc10g018510	999.00000
Solyc10g018520	0.19777
Solyc10g018530	0.21253
Solyc10g018540	0.27293
Solyc10g018590	0.60266
Solyc10g018600	0.26162
Solyc10g018640	0.29821
Solyc10g018760	0.30295
Solyc10g018780	0.06736
Solyc10g018810	0.38720
Solyc10g018850	0.44688
Solyc10g018870	0.54858
Solyc10g018880	999.00000
Solyc10g018920	0.08045
Solyc10g019040	0.42231
Solyc10g024290	0.15474
Solyc10g024300	0.30318
Solyc10g024310	0.00010
Solyc10g024320	0.45564
Solyc10g024330	0.37708
Solyc10g024360	0.21812
Solyc10g024370	0.49130
Solyc10g024410	0.08981
Solyc10g024470	0.30198
Solyc10g024480	0.42007
Solyc10g024490	0.21790
Solyc10g031550	0.31087
Solyc10g031560	0.33996
Solyc10g037880	1.16222
Solyc10g037890	0.83018
Solyc10g037900	0.59997
Solyc10g037930	0.68435
Solyc10g037940	0.32659
Solyc10g037950	0.35209
Solyc10g037960	0.38218
Solyc10g037980	0.19439
Solyc10g038000	0.92275
Solyc10g038080	0.79824
Solyc10g038110	0.35616
Solyc10g038120	0.30437
Solyc10g038130	0.16171
Solyc10g038190	0.53598
Solyc10g039190	0.13295
Solyc10g039210	423.29412
Solyc10g039270	0.26250
Solyc10g039280	0.31996
Solyc10g039290	0.31830
Solyc10g039360	0.27797
Solyc10g039380	1.42602
Solyc10g039390	0.00010
Solyc10g039430	0.49717
Solyc10g044450	2.20512
Solyc10g044470	0.00010
Solyc10g044480	0.20602
Solyc10g044510	0.21166
Solyc10g044520	0.00010
Solyc10g044540	0.38937
Solyc10g044560	0.34920
Solyc10g044630	0.16611
Solyc10g044640	999.00000
Solyc10g044670	0.24018
Solyc10g044680	0.00010
Solyc10g044690	0.42303
Solyc10g044700	0.13767
Solyc10g044710	0.34277
Solyc10g044740	0.35473
Solyc10g044750	0.39986
Solyc10g044780	0.42232
Solyc10g044840	0.32760
Solyc10g044880	0.00010
Solyc10g044890	0.29241
Solyc10g044900	999.00000
Solyc10g044910	0.20535
Solyc10g044960	0.43272
Solyc10g045100	0.34008
Solyc10g045180	0.15926
Solyc10g045190	407.13823
Solyc10g045240	0.17704
Solyc10g045270	0.43784
Solyc10g045280	1.81515
Solyc10g045290	0.54778
Solyc10g045310	0.03572
Solyc10g045350	0.24144
Solyc10g045380	0.23873
Solyc10g045400	0.11933
Solyc10g045420	1.33894
Solyc10g045430	0.13515
Solyc10g045490	0.39875
Solyc10g045540	0.91879
Solyc10g045550	0.15431
Solyc10g045600	0.35060
Solyc10g045620	0.47642
Solyc10g045630	0.82821
Solyc10g045640	0.00010
Solyc10g046930	0.81897
Solyc10g046970	0.00010
Solyc10g046990	0.12371
Solyc10g047000	0.45074
Solyc10g047030	0.25305
Solyc10g047040	0.35839
Solyc10g047050	0.19910
Solyc10g047060	0.00010
Solyc10g047120	0.35226
Solyc10g047130	0.26479
Solyc10g047140	0.14634
Solyc10g047170	0.05719
Solyc10g047210	999.00000
Solyc10g047220	0.73883
Solyc10g047240	0.39777
Solyc10g047250	1.13272
Solyc10g047270	0.13055
Solyc10g047290	0.11883
Solyc10g047300	0.39992
Solyc10g047320	0.10519
Solyc10g047330	0.07145
Solyc10g047340	0.00010
Solyc10g047360	0.24274
Solyc10g047370	0.13570
Solyc10g047420	0.00010
Solyc10g047530	0.16977
Solyc10g047540	0.29722
Solyc10g047570	0.16351
Solyc10g047630	0.16817
Solyc10g047640	0.00010
Solyc10g047650	0.18629
Solyc10g047820	0.44339
Solyc10g047930	0.37745
Solyc10g047950	1.49771
Solyc10g047960	0.07384
Solyc10g048010	0.24584
Solyc10g048030	0.07953
Solyc10g048060	0.00010
Solyc10g048180	0.34870
Solyc10g049210	0.19551
Solyc10g049270	0.33105
Solyc10g049280	0.15457
Solyc10g049300	1.02492
Solyc10g049360	0.36244
Solyc10g049420	2.36104
Solyc10g049470	0.29316
Solyc10g049570	0.25033
Solyc10g049580	0.09248
Solyc10g049600	0.40047
Solyc10g049620	0.32392
Solyc10g049640	0.41315
Solyc10g049660	0.29356
Solyc10g049710	1.18087
Solyc10g049740	1.26817
Solyc10g049750	0.00010
Solyc10g049790	0.67637
Solyc10g049800	0.29538
Solyc10g049850	0.24068
Solyc10g049860	0.00010
Solyc10g049870	0.28398
Solyc10g049890	0.10783
Solyc10g049970	0.22401
Solyc10g050060	0.30710
Solyc10g050110	0.29097
Solyc10g050160	0.05145
Solyc10g050170	0.62221
Solyc10g050200	0.33517
Solyc10g050220	0.81648
Solyc10g050230	1.60378
Solyc10g050430	0.32554
Solyc10g050450	0.14733
Solyc10g050470	0.44133
Solyc10g050540	0.16774
Solyc10g050550	0.28278
Solyc10g050840	0.25717
Solyc10g050850	0.22722
Solyc10g050860	0.04992
Solyc10g050890	0.14362
Solyc10g050970	0.25288
Solyc10g050990	0.69616
Solyc10g051010	0.70360
Solyc10g051020	0.13513
Solyc10g051030	0.41640
Solyc10g051050	0.72798
Solyc10g051110	0.58843
Solyc10g051120	0.00010
Solyc10g051130	0.19998
Solyc10g051140	0.54613
Solyc10g051150	0.56875
Solyc10g051200	0.17761
Solyc10g051270	0.26297
Solyc10g051300	0.28037
Solyc10g051310	0.22639
Solyc10g051340	0.28932
Solyc10g051350	0.11135
Solyc10g051370	0.35677
Solyc10g051380	0.40099
Solyc10g051390	0.00010
Solyc10g052470	0.09736
Solyc10g052490	0.20104
Solyc10g052500	0.48360
Solyc10g052510	0.23206
Solyc10g052520	0.39668
Solyc10g052530	999.00000
Solyc10g052540	1.10470
Solyc10g052550	0.43973
Solyc10g052560	0.45582
Solyc10g052600	0.78370
Solyc10g052650	0.70708
Solyc10g052660	0.17446
Solyc10g052880	0.32147
Solyc10g053900	0.39736
Solyc10g053910	0.28747
Solyc10g053970	0.22124
Solyc10g054010	0.67256
Solyc10g054030	0.39214
Solyc10g054040	0.20819
Solyc10g054050	0.15212
Solyc10g054060	0.33909
Solyc10g054070	472.81396
Solyc10g054080	0.08319
Solyc10g054100	999.00000
Solyc10g054110	0.10207
Solyc10g054130	0.08382
Solyc10g054280	0.28739
Solyc10g054320	0.24011
Solyc10g054330	0.00010
Solyc10g054400	0.20279
Solyc10g054420	0.27576
Solyc10g054440	0.08511
Solyc10g054560	0.00010
Solyc10g054570	0.17325
Solyc10g054590	0.33715
Solyc10g054720	0.00010
Solyc10g054730	0.14855
Solyc10g054780	0.35651
Solyc10g054790	0.48671
Solyc10g054820	0.16525
Solyc10g054840	0.15287
Solyc10g054850	0.15084
Solyc10g054860	0.58123
Solyc10g054870	0.40196
Solyc10g054880	0.36173
Solyc10g054900	1.15294
Solyc10g054910	0.06123
Solyc10g054930	0.06803
Solyc10g055200	0.11487
Solyc10g055230	0.00010
Solyc10g055240	0.16523
Solyc10g055250	0.11541
Solyc10g055260	0.06114
Solyc10g055370	0.03104
Solyc10g055390	0.50210
Solyc10g055410	0.06838
Solyc10g055420	1.93544
Solyc10g055450	0.22264
Solyc10g055470	0.18439
Solyc10g055560	0.21325
Solyc10g055620	0.47438
Solyc10g055630	0.10388
Solyc10g055640	0.21575
Solyc10g055650	0.14751
Solyc10g055670	0.05096
Solyc10g055680	0.16785
Solyc10g055700	0.25470
Solyc10g055710	0.21695
Solyc10g055720	0.16822
Solyc10g055740	0.24457
Solyc10g055760	0.11111
Solyc10g055770	0.67893
Solyc10g055780	0.27778
Solyc10g055800	0.06442
Solyc10g055810	0.11789
Solyc10g055820	0.00010
Solyc10g061840	0.03216
Solyc10g061930	0.12987
Solyc10g061940	0.08304
Solyc10g061950	999.00000
Solyc10g061960	0.15347
Solyc10g061970	0.05841
Solyc10g062160	0.16976
Solyc10g062180	1.09165
Solyc10g062200	0.47878
Solyc10g062220	153.26688
Solyc10g062340	0.63203
Solyc10g074440	0.00010
Solyc10g074470	0.14067
Solyc10g074490	0.25571
Solyc10g074500	0.00010
Solyc10g074540	0.08852
Solyc10g074560	0.30697
Solyc10g074570	0.08277
Solyc10g074580	0.62947
Solyc10g074590	0.22619
Solyc10g074600	0.13440
Solyc10g074610	0.28883
Solyc10g074620	0.09256
Solyc10g074630	0.00010
Solyc10g074650	0.42815
Solyc10g074680	0.07754
Solyc10g074690	0.17343
Solyc10g074700	0.02751
Solyc10g074710	0.08104
Solyc10g074720	0.03090
Solyc10g074730	1.01557
Solyc10g074740	0.16438
Solyc10g074790	0.03316
Solyc10g074800	0.13126
Solyc10g074810	0.14301
Solyc10g074820	0.12487
Solyc10g074870	0.15261
Solyc10g074880	0.35619
Solyc10g074890	0.19866
Solyc10g074900	0.18901
Solyc10g074910	0.03675
Solyc10g074920	0.15192
Solyc10g074930	0.26050
Solyc10g074940	0.06222
Solyc10g074970	0.13268
Solyc10g074980	0.06805
Solyc10g074990	0.42504
Solyc10g075020	0.05320
Solyc10g075030	0.27514
Solyc10g075040	0.36410
Solyc10g075050	0.00010
Solyc10g075070	2.46183
Solyc10g075090	0.23792
Solyc10g075100	0.90170
Solyc10g075110	0.15223
Solyc10g075150	0.00010
Solyc10g075160	0.19893
Solyc10g075170	0.00010
Solyc10g076180	0.23498
Solyc10g076200	0.11705
Solyc10g076210	0.00010
Solyc10g076240	0.18012
Solyc10g076250	0.20844
Solyc10g076260	0.09798
Solyc10g076270	0.25248
Solyc10g076280	0.14614
Solyc10g076290	0.16349
Solyc10g076300	0.00010
Solyc10g076320	0.27532
Solyc10g076350	0.18932
Solyc10g076360	0.00010
Solyc10g076370	0.21663
Solyc10g076390	0.36081
Solyc10g076400	0.35241
Solyc10g076410	0.29346
Solyc10g076420	0.00010
Solyc10g076450	0.09105
Solyc10g076460	0.47568
Solyc10g076480	0.09758
Solyc10g076510	0.07518
Solyc10g076530	0.06211
Solyc10g076540	0.40518
Solyc10g076550	0.35109
Solyc10g076570	0.14591
Solyc10g076580	0.00010
Solyc10g076590	0.09298
Solyc10g076600	0.16444
Solyc10g076610	0.19130
Solyc10g076650	0.28722
Solyc10g076660	0.13198
Solyc10g076670	0.07754
Solyc10g076680	0.17143
Solyc10g076690	0.00010
Solyc10g076700	0.12624
Solyc10g076710	0.27709
Solyc10g076740	0.85730
Solyc10g076750	0.00010
Solyc10g076760	0.14252
Solyc10g076780	0.13654
Solyc10g076790	0.06795
Solyc10g076800	0.10015
Solyc10g076810	0.60707
Solyc10g076820	0.26288
Solyc10g076830	0.05158
Solyc10g076860	0.16773
Solyc10g076870	0.41474
Solyc10g076880	0.20158
Solyc10g076890	0.13051
Solyc10g076900	0.02158
Solyc10g076910	0.08167
Solyc10g076920	0.20214
Solyc10g076930	0.09476
Solyc10g076940	0.13181
Solyc10g076990	0.50922
Solyc10g077000	0.32743
Solyc10g077010	0.00010
Solyc10g077020	0.27183
Solyc10g077030	0.38952
Solyc10g077040	0.02797
Solyc10g077050	0.29539
Solyc10g077060	0.10125
Solyc10g077070	0.08941
Solyc10g077090	0.25195
Solyc10g077100	0.57664
Solyc10g077110	0.26762
Solyc10g077120	0.12856
Solyc10g077130	0.20089
Solyc10g078150	0.15740
Solyc10g078160	0.41308
Solyc10g078170	0.13353
Solyc10g078180	0.11831
Solyc10g078190	0.09281
Solyc10g078220	0.34710
Solyc10g078230	0.38222
Solyc10g078240	0.12036
Solyc10g078250	0.37629
Solyc10g078260	0.28170
Solyc10g078270	0.18274
Solyc10g078280	0.27254
Solyc10g078290	0.22387
Solyc10g078300	0.25537
Solyc10g078310	0.00010
Solyc10g078320	0.27124
Solyc10g078330	0.14929
Solyc10g078340	0.03342
Solyc10g078350	0.41844
Solyc10g078360	0.87663
Solyc10g078370	0.00010
Solyc10g078380	0.13971
Solyc10g078390	0.07410
Solyc10g078400	0.47488
Solyc10g078410	0.16979
Solyc10g078430	0.70433
Solyc10g078440	0.97559
Solyc10g078460	0.07359
Solyc10g078470	0.26469
Solyc10g078480	0.11927
Solyc10g078490	0.06872
Solyc10g078500	0.17548
Solyc10g078510	0.08607
Solyc10g078520	0.05069
Solyc10g078530	0.17245
Solyc10g078540	0.00010
Solyc10g078550	0.03849
Solyc10g078560	0.53004
Solyc10g078570	0.33476
Solyc10g078590	0.17180
Solyc10g078600	0.43220
Solyc10g078610	0.37177
Solyc10g078620	0.00010
Solyc10g078650	0.18816
Solyc10g078660	0.71418
Solyc10g078670	0.22639
Solyc10g078680	0.01782
Solyc10g078700	0.18256
Solyc10g078710	0.38452
Solyc10g078720	0.23739
Solyc10g078730	0.26450
Solyc10g078740	0.10594
Solyc10g078750	0.39005
Solyc10g078760	0.22259
Solyc10g078770	0.42924
Solyc10g078790	0.04421
Solyc10g078800	0.22361
